"Density","Momentum:0","Momentum:1","Momentum:2","StagnationEnergy","IntegrationTime","Vorticity:0","Vorticity:1","Vorticity:2","Rotation","AngularVelocity","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
1.0119,2.9719,-0.0012859,0.012517,6.1865,1.1126,-0.017784,-0.10104,-0.064507,-0.00065875,-0.018012,0.0026144,-0.8031,-0.59584,-0.49633,1.7396,2.1178
1.0115,2.9743,0.0066414,0.013746,6.1924,1.2251,-0.01929,-0.053608,0.62988,-0.0026007,-0.016498,0.0049654,-0.80194,-0.59738,-0.16186,1.7395,2.1193
1.0408,3.0418,0.032073,0.015515,6.349,1.2672,0.0080114,-0.13348,1.0331,-0.0026981,0.011873,0.012397,-0.80183,-0.59743,-0.036659,1.7402,2.1199
1.0958,3.1465,0.087835,0.018305,6.6263,1.3003,0.010316,-0.15445,1.9027,-0.0022196,0.017068,0.02473,-0.80188,-0.59698,0.063911,1.742,2.1205
1.1493,3.2382,0.1436,0.020656,6.8879,1.3195,0.0053924,-0.18146,2.8564,-0.0019069,0.01555,0.064447,-0.80005,-0.59646,0.12422,1.7441,2.1208
1.7124,3.9622,0.81492,0.053046,9.5859,1.4069,-0.14441,-0.39605,7.9587,-0.0063382,-0.11686,0.14895,-0.78665,-0.59916,0.40562,1.7763,2.1235
1.9962,4.3,1.2135,0.084909,11.002,1.4393,-0.1746,-0.61164,7.5604,-0.011308,-0.19045,0.2222,-0.76691,-0.60206,0.53261,1.8077,2.1255
2.1667,4.5043,1.465,0.098482,11.908,1.4602,0.0083563,-0.38981,6.9016,-0.012981,0.030866,0.25947,-0.75467,-0.60261,0.62219,1.8349,2.1274
2.3165,4.7201,1.7778,0.098895,12.821,1.4869,0.17246,-0.031774,5.4432,-0.0091519,0.25687,0.28766,-0.74733,-0.59896,0.74117,1.8765,2.13
2.3925,4.8251,1.8901,0.10387,13.234,1.498,0.19033,-0.22872,2.8841,-0.0068861,0.15158,0.30389,-0.7426,-0.59682,0.79337,1.8967,2.1311
2.4668,4.9225,1.9817,0.11141,13.625,1.5082,0.041436,-0.3291,5.6681,-0.005928,0.034533,0.31046,-0.74061,-0.59591,0.84295,1.9164,2.1321
2.404,4.9729,1.919,0.14287,13.439,1.5646,-0.094927,-0.37734,0.038135,-0.011246,-0.22331,0.30405,-0.73971,-0.60032,1.1203,2.028,2.1393
2.3237,4.9135,1.8064,0.14967,13.068,1.589,0.065358,-0.36752,-0.76312,-0.015032,-0.087256,0.29318,-0.74141,-0.60362,1.242,2.0736,2.1429
2.3135,4.9211,1.7908,0.15844,13.036,1.607,0.15844,-0.18421,-2.5496,-0.015738,0.0087567,0.28819,-0.74278,-0.60434,1.3304,2.106,2.1457
2.242,4.904,1.7385,0.15774,12.777,1.6685,0.071687,0.06842,-4.9165,-0.017273,-0.058597,0.27249,-0.74729,-0.60605,1.634,2.2146,2.1556
1.945,4.5215,1.2807,0.13592,11.229,1.7349,0.16381,-0.028992,-3.1523,-0.017276,0.058504,0.23972,-0.75764,-0.60706,1.9625,2.32,2.1656
1.7882,4.2643,1.049,0.11305,10.353,1.8008,0.059613,0.10257,-3.2901,-0.015424,-0.0023087,0.20524,-0.76806,-0.6066,2.262,2.3992,2.1742
1.659,4.0614,0.87252,0.083567,9.6655,1.8656,-0.056123,0.1278,-3.0887,-0.01842,-0.090144,0.17609,-0.77286,-0.60965,2.5394,2.4627,2.1807
1.4751,3.7234,0.63103,0.050919,8.6406,1.9745,-0.081149,0.19439,-2.6113,-0.027834,-0.082727,0.14469,-0.77306,-0.61761,2.9835,2.5492,2.1884
1.39,3.565,0.51847,0.035359,8.1649,2.0239,-0.080137,0.21302,-1.9608,-0.031556,-0.067887,0.11483,-0.77544,-0.62089,3.1679,2.578,2.1906
1.2364,3.2602,0.34248,-0.0021649,7.3163,2.1712,-0.047036,0.31309,-1.7516,-0.037505,-0.012912,0.079849,-0.77599,-0.62567,3.6942,2.6448,2.1931
1.0877,2.9409,0.19166,-0.044881,6.4734,2.333,-0.065985,0.4249,-1.6603,-0.039596,-0.012928,0.039148,-0.77801,-0.62703,4.2229,2.6877,2.1893
0.92624,2.553,0.070211,-0.10928,5.5284,2.5572,-0.04749,0.5525,-1.4732,-0.037601,0.030727,-0.0023335,-0.78121,-0.62427,4.8827,2.7194,2.1707
0.85463,2.3796,0.013451,-0.1299,5.11,2.8157,-0.032863,0.29972,-0.88784,-0.031397,0.017272,-0.027687,-0.78564,-0.61807,5.5425,2.7266,2.1357
0.83953,2.3406,-0.0019968,-0.1199,5.0219,3.1576,-0.024886,-0.053487,-0.25101,-0.03049,-0.011967,-0.031681,-0.78623,-0.61713,6.356,2.7284,2.0923
0.838,2.3366,-0.004522,-0.1162,5.0131,3.2382,0.0098909,-0.45907,-0.099391,-0.030339,0.015703,-0.030665,-0.78632,-0.61706,6.5448,2.7281,2.0828
0.85211,2.373,0.0075203,-0.10701,5.097,3.3559,0.0061062,-0.48203,-0.0037163,-0.029136,0.0047413,-0.020675,-0.78703,-0.61656,6.8198,2.7282,2.0697
0.9083,2.5197,0.056496,-0.072298,5.4327,3.7844,-0.0081119,-0.47713,0.025232,-0.032303,-0.019521,-0.001407,-0.7848,-0.61974,7.8368,2.7416,2.0324
0.94398,2.6178,0.084227,-0.043328,5.6503,4.1881,-0.011117,-0.4347,-0.067197,-0.041083,-0.023976,0.0128,-0.77891,-0.627,8.854,2.7716,2.0102
0.94838,2.643,0.076231,-0.017489,5.6881,4.6871,-0.00010033,-0.31199,-0.25152,-0.048919,-0.0074315,0.018249,-0.7738,-0.63316,10.161,2.8113,1.995
0.95452,2.668,0.074203,0.00064057,5.7325,5.1815,0.0063711,-0.2081,-0.36877,-0.050634,0.00049469,0.021241,-0.77263,-0.6345,11.467,2.8478,1.9923
0.96007,2.6857,0.07805,0.00037848,5.7691,5.8156,0.0045413,-0.21762,-0.36863,-0.051058,-0.0018341,0.021192,-0.77236,-0.63483,13.159,2.8959,1.9926
1.0034,2.9556,0.0013909,0.0017498,6.1528,0,0.0019574,-0.0039944,-0.0052161,0,0.0019524,0.00071391,-0.78438,-0.62028,-4.0421,1.9257,2.1266
1.0023,2.951,0.0020042,0.00081543,6.1442,0.09176,0.0030856,-0.0060286,-0.0075537,0.00023086,0.0030794,0.00071396,-0.78453,-0.6201,-3.7709,1.9258,2.1267
1.0057,2.9651,2.9556e-05,0.0035016,6.1715,0.27865,-0.0019479,-0.025752,0.0079672,0.00033746,-0.0019387,0.0007136,-0.78459,-0.62001,-3.2194,1.9261,2.1271
1.0076,2.9718,-0.00066866,0.0049532,6.1845,0.47375,0.0030935,-0.014672,-0.011753,0.00044851,0.0030772,0.0010094,-0.78466,-0.61992,-2.6409,1.9259,2.128
1.0041,2.9555,0.0045738,0.0029707,6.1543,0.64101,0.0045509,-0.011232,-0.017231,0.0010835,0.0045162,0.0014878,-0.78505,-0.61943,-2.1438,1.9262,2.1287
1.0109,2.9777,-0.001755,0.0069855,6.1972,0.81103,-0.006008,-0.056892,0.030951,0.00096574,-0.0059019,0.001136,-0.78498,-0.61952,-1.6413,1.9267,2.1294
1.0143,2.987,-0.0036154,0.010397,6.2177,0.95739,0.0053175,-0.044424,0.0099079,0.00092943,0.0054057,0.0016495,-0.78496,-0.61955,-1.2055,1.9259,2.1308
1.0135,2.9891,0.0083404,0.0093499,6.2293,1.0849,0.0080851,-0.03713,0.023094,0.0017873,0.0080537,0.0036035,-0.78549,-0.61887,-0.82472,1.9262,2.132
1.0142,2.9852,0.0049694,0.011423,6.2202,1.2111,-0.002252,-0.053901,-0.17102,0.0021067,-0.0029961,0.0038253,-0.78569,-0.61861,-0.44727,1.9274,2.1332
1.0113,2.9772,0.0008315,0.012877,6.1991,1.3221,0.0020198,-0.063871,-0.20195,0.0020031,0.0011284,0.0032193,-0.78562,-0.6187,-0.11612,1.9277,2.1346
1.018,2.9924,0.0050906,0.014238,6.2333,1.368,0.0033386,-0.084042,-0.021549,0.0021001,0.0030931,0.0048183,-0.78568,-0.61861,0.02069,1.9278,2.1353
1.037,3.0373,0.022425,0.017888,6.3283,1.4117,-0.0077274,-0.13558,0.10283,0.0019903,-0.0081224,0.0099354,-0.78559,-0.61867,0.15135,1.9283,2.1359
1.0671,3.096,0.061352,0.021034,6.485,1.4366,-0.0091761,-0.071259,0.76469,0.0018217,-0.0053919,0.019312,-0.78535,-0.61875,0.2271,1.9292,2.1364
1.1092,3.1745,0.10722,0.024291,6.692,1.4557,-0.011472,-0.090946,1.2023,0.0017193,-0.0053406,0.056288,-0.78374,-0.61853,0.28619,1.9308,2.1368
1.7017,4.031,0.79802,0.071016,9.5481,1.5494,-0.051948,-0.49122,6.4464,-0.00016719,-0.034942,0.13364,-0.77388,-0.61907,0.58178,1.9612,2.1402
1.851,4.2064,1.0115,0.083434,10.319,1.5649,-0.025714,-0.21993,7.2212,4.9592e-05,0.062833,0.19466,-0.7619,-0.61775,0.64417,1.9748,2.1414
1.9578,4.3293,1.2115,0.082969,10.934,1.5788,0.030409,-0.13959,7.1524,0.0013445,0.12365,0.22179,-0.75571,-0.61621,0.7023,1.99,2.1426
2.0447,4.4337,1.3717,0.082326,11.434,1.5911,0.078343,-0.071017,7.0738,0.0031981,0.17931,0.24304,-0.75067,-0.61435,0.75506,2.0056,2.1436
2.1703,4.6078,1.5283,0.095567,12.098,1.6122,0.017456,-0.37061,5.6591,0.005217,0.011296,0.25858,-0.74701,-0.61246,0.84867,2.0356,2.1454
2.2488,4.7234,1.6221,0.10406,12.507,1.625,-0.014858,-0.44931,3.9883,0.0047977,-0.076865,0.26918,-0.74317,-0.61257,0.9075,2.0555,2.1467
2.3076,4.9181,1.7341,0.14282,12.919,1.6855,0.040807,-0.52904,0.9732,-0.00087857,-0.11074,0.28054,-0.73549,-0.61672,1.1929,2.1548,2.1539
2.3705,5.0764,1.8714,0.16927,13.376,1.7447,-0.074824,-0.15969,1.5732,-0.0064106,-0.076182,0.28188,-0.73138,-0.62098,1.4827,2.2609,2.1634
2.1278,4.7879,1.5332,0.15644,12.16,1.8018,0.069203,-0.089782,-1.4618,-0.0087821,-0.0069597,0.25969,-0.73739,-0.62356,1.7741,2.3627,2.173
1.9708,4.5868,1.2965,0.14599,11.344,1.8747,0.11519,0.051549,-3.0761,-0.0079195,0.030632,0.22906,-0.74717,-0.62391,2.125,2.4678,2.1846
1.7993,4.3469,1.0672,0.095665,10.475,1.9586,-0.097211,0.13697,-3.256,-0.012145,-0.13131,0.19786,-0.75262,-0.62802,2.5119,2.5698,2.1951
1.5938,3.9762,0.78644,0.059486,9.3285,2.0597,0.024596,0.20677,-2.6176,-0.017476,0.025828,0.15905,-0.75776,-0.63286,2.9534,2.6688,2.2033
1.4222,3.6548,0.56155,0.028277,8.3699,2.1775,-0.041363,0.25746,-2.3119,-0.017101,-0.019463,0.11968,-0.76482,-0.63303,3.4241,2.7492,2.2086
1.2448,3.3121,0.34723,-0.012819,7.3919,2.3268,-0.090494,0.33977,-2.0552,-0.022037,-0.046662,0.085888,-0.76612,-0.63694,3.9714,2.821,2.2099
1.1689,3.136,0.2846,-0.041778,6.9521,2.4252,-0.081014,0.40144,-1.6885,-0.025417,-0.021995,0.054395,-0.76705,-0.63928,4.2978,2.8529,2.2072
0.99628,2.7374,0.13319,-0.10127,5.9527,2.6351,-0.054496,0.52105,-1.5057,-0.024943,0.02651,0.018039,-0.76985,-0.63797,4.9566,2.9001,2.191
0.91396,2.5414,0.059126,-0.12149,5.4747,2.876,-0.048893,0.29041,-0.88763,-0.021714,0.00029792,-0.01339,-0.77311,-0.63413,5.6165,2.9215,2.1617
0.84668,2.3744,-0.0027289,-0.12893,5.0811,3.1961,-0.057395,0.017549,-0.26313,-0.028558,-0.043064,-0.030871,-0.76898,-0.63853,6.4299,2.9308,2.12
0.8373,2.351,-0.011492,-0.1281,5.0259,3.2753,-0.058375,-0.071353,-0.025577,-0.032499,-0.056548,-0.031841,-0.76645,-0.64151,6.6178,2.9301,2.1097
0.89002,2.4862,0.036785,-0.093336,5.3374,3.7113,-0.019449,-0.49265,0.022762,-0.05084,-0.02757,-0.01409,-0.75441,-0.65626,7.6434,2.9353,2.0625
0.9373,2.6115,0.077034,-0.059601,5.6211,4.1204,-0.015281,-0.51229,-0.023946,-0.062579,-0.029825,0.0044251,-0.74623,-0.66567,8.6605,2.9591,2.0323
0.95686,2.6759,0.081731,-0.027492,5.7501,4.6206,-0.0065454,-0.38087,-0.21106,-0.074041,-0.016002,0.015726,-0.73821,-0.67439,9.9669,2.9982,2.0108
0.97583,2.7355,0.089488,-0.00040239,5.8726,5.1089,-0.00050847,-0.24633,-0.36622,-0.080024,-0.0085083,0.022476,-0.73395,-0.67883,11.273,3.0395,2.0051
0.98235,2.7563,0.094036,-0.00068165,5.9156,5.7272,-0.0026813,-0.25758,-0.36621,-0.086171,-0.011372,0.022258,-0.72977,-0.68333,12.965,3.096,2.0048
1.0048,2.9612,0.0008036,0.0028951,6.1634,0,0.0029716,-0.003814,-0.0076989,0,0.002963,0.00081489,-0.71464,-0.69949,-4.2844,2.1133,2.142
1.0021,2.9502,0.0024152,0.00086211,6.1428,0.23368,-0.0015077,-0.018226,0.0090406,0.00016861,-0.0015199,0.00081495,-0.71476,-0.69937,-3.5924,2.1136,2.1424
1.0064,2.968,-0.00050082,0.0040225,6.1768,0.42976,-0.0030764,-0.025265,0.011691,-0.00028006,-0.0030563,0.0008152,-0.71444,-0.69969,-3.0139,2.1138,2.1429
1.0088,2.9771,-0.0022068,0.0057402,6.1944,0.54561,0.0041464,-0.017576,-0.015525,-0.00021791,0.0041295,0.0010123,-0.71449,-0.69965,-2.6701,2.1137,2.1435
1.0053,2.9613,0.0030981,0.0038498,6.1652,0.7144,0.0041535,-0.013679,-0.01575,0.00047821,0.0041187,0.0015831,-0.71497,-0.69915,-2.1676,2.1137,2.1443
1.0037,2.9544,0.0064131,0.0030855,6.1527,0.8049,0.0058154,-0.016581,-0.024042,0.000925,0.0057543,0.0019195,-0.71529,-0.69883,-1.8996,2.1142,2.1446
1.0114,2.9778,-0.0021494,0.0080201,6.1983,0.96509,-0.0055444,-0.052027,0.028461,0.00095095,-0.0054302,0.0014346,-0.7153,-0.69881,-1.4263,2.1146,2.1455
1.0157,2.9905,-0.0048089,0.010909,6.2243,1.1114,0.0033922,-0.049421,0.023304,0.00081385,0.0035566,0.0017956,-0.71521,-0.69891,-0.99054,2.1137,2.1469
1.0163,2.9928,0.0051103,0.010435,6.237,1.2377,0.014896,-0.024847,-0.022514,0.0019707,0.014775,0.003056,-0.71602,-0.69808,-0.61309,2.1138,2.1483
1.0207,3.0065,0.0022734,0.01222,6.2669,1.3612,-0.008057,-0.079453,-0.2108,0.0023291,-0.0089739,0.0033746,-0.71627,-0.69782,-0.24332,2.1143,2.1496
1.0199,3.0041,0.0017466,0.01331,6.2594,1.4264,-0.009371,-0.018091,-0.020009,0.0017276,-0.0094701,0.003638,-0.71585,-0.69825,-0.04725,2.1143,2.1505
1.0255,3.0166,0.0055574,0.013977,6.285,1.4657,-0.0065192,-0.098998,-0.060792,0.0014044,-0.0069832,0.0084022,-0.7156,-0.69846,0.070777,2.1145,2.151
1.131,3.2132,0.11388,0.02456,6.8028,1.5669,-0.040213,-0.17287,2.0372,-0.000504,-0.030748,0.029073,-0.71386,-0.69969,0.37589,2.1182,2.1528
1.2589,3.416,0.26161,0.033381,7.4235,1.6055,-0.084882,-0.22578,3.456,-0.002417,-0.068198,0.057821,-0.711,-0.70081,0.50002,2.125,2.1539
1.3438,3.5398,0.36327,0.04335,7.8424,1.6226,-0.083526,-0.41209,4.5724,-0.0035892,-0.069451,0.099938,-0.70597,-0.70116,0.55814,2.1301,2.1545
1.8005,4.2147,0.96459,0.0753,10.191,1.7056,-0.0031284,-0.4096,5.654,-0.0063052,0.004038,0.157,-0.69444,-0.70221,0.8493,2.1793,2.159
1.979,4.4976,1.2021,0.095102,11.116,1.7368,-0.040689,-0.50452,4.7092,-0.0073871,-0.073364,0.2049,-0.682,-0.70206,0.98025,2.2119,2.1616
2.2858,4.924,1.6647,0.15295,12.782,1.8017,-0.066941,-0.63321,4.777,-0.013845,-0.12559,0.23643,-0.66775,-0.70584,1.2692,2.3003,2.1689
2.3116,4.9606,1.7065,0.16063,12.929,1.8111,-0.06339,-0.35464,2.7566,-0.014856,-0.090861,0.2478,-0.66327,-0.70617,1.3151,2.3161,2.1704
2.1913,4.8846,1.5992,0.16473,12.448,1.8769,0.030277,-0.19455,-0.025275,-0.018918,-0.032553,0.23992,-0.66286,-0.70927,1.6423,2.4262,2.1811
2.1441,4.8809,1.5251,0.18343,12.258,1.9482,0.18872,-0.013851,-2.8636,-0.017468,0.073233,0.22836,-0.66757,-0.70867,1.9918,2.5361,2.1935
1.9899,4.6926,1.3254,0.1278,11.518,2.0264,-0.06376,0.19722,-3.2215,-0.018208,-0.092151,0.213,-0.67156,-0.70968,2.3753,2.6501,2.2061
1.9164,4.5879,1.2251,0.11069,11.145,2.0562,0.064687,0.13766,-1.6772,-0.018702,0.058901,0.1907,-0.67728,-0.71058,2.5151,2.6886,2.2097
1.6778,4.1611,0.88028,0.07913,9.7975,2.1567,-0.005253,0.22189,-2.4603,-0.015992,-0.0049878,0.16084,-0.68628,-0.70933,2.9796,2.7992,2.22
1.5293,3.8917,0.69125,0.041486,8.9854,2.269,-0.083068,0.26771,-2.3624,-0.019627,-0.059762,0.12674,-0.69025,-0.71238,3.4485,2.8896,2.2268
1.3388,3.5329,0.45601,-0.0060328,7.9426,2.4086,-0.11002,0.31349,-1.8178,-0.028402,-0.065906,0.0907,-0.68942,-0.71866,3.994,2.974,2.2295
1.1722,3.1595,0.29884,-0.060154,6.9859,2.5941,-0.080448,0.4237,-1.6423,-0.035356,-0.0090615,0.049006,-0.68906,-0.72305,4.6505,3.0485,2.2229
1.0135,2.8004,0.14218,-0.10383,6.0726,2.8023,-0.058553,0.38874,-1.1608,-0.03586,0.0042118,0.0099265,-0.69152,-0.72229,5.3094,3.0947,2.2037
0.90151,2.5251,0.040807,-0.12803,5.4182,3.0927,-0.079082,0.18934,-0.5666,-0.042105,-0.047228,-0.023999,-0.68818,-0.72514,6.1227,3.1228,2.1682
0.8506,2.3993,-0.004133,-0.12958,5.119,3.4148,-0.077392,-0.036099,-0.017934,-0.061994,-0.07625,-0.036089,-0.67369,-0.73813,6.936,3.1231,2.1229
0.88739,2.4925,0.032,-0.10321,5.3343,3.7538,-0.030997,-0.51696,0.027544,-0.081486,-0.038738,-0.021765,-0.65904,-0.75179,7.7497,3.1276,2.0841
0.93303,2.6139,0.069913,-0.068612,5.6083,4.1618,-0.017017,-0.5588,-0.023858,-0.095777,-0.031315,-0.0035613,-0.64784,-0.76177,8.7667,3.1491,2.0501
0.96772,2.7171,0.087489,-0.030348,5.8279,4.6616,-0.057212,-0.41719,0.0022039,-0.12125,-0.070629,0.010796,-0.62779,-0.7783,10.073,3.1876,2.0258
0.98963,2.7837,0.096792,-0.0041768,5.9676,5.1474,-0.065805,-0.2757,0.016975,-0.15672,-0.075371,0.017641,-0.59955,-0.80014,11.393,3.2325,2.0193
0.9879,2.7837,0.091632,-0.007876,5.9616,5.7588,-0.06643,-0.27638,0.016931,-0.20284,-0.075535,0.016381,-0.56203,-0.82695,13.095,3.2901,2.0156
1.0062,2.9669,0.00016402,0.004035,6.1742,0,0.002965,-0.0030151,-0.0077259,0,0.0029544,0.00095882,-0.65084,-0.75922,-4.5267,2.3008,2.1574
1.0034,2.9554,0.0017856,0.0018816,6.1525,0.23323,0.0023597,-0.0075819,-0.0084804,0.00061853,0.0023498,0.00095885,-0.65131,-0.75881,-3.8347,2.3011,2.1581
1.0025,2.9524,0.0021873,0.0012958,6.147,0.37362,-0.0030044,-0.020007,0.010818,0.00057187,-0.0030145,0.00095898,-0.65127,-0.75885,-3.4198,2.3014,2.1583
1.0069,2.9696,-0.00086557,0.0044489,6.18,0.57261,-0.0025604,-0.025766,0.011754,1.9704e-05,-0.0025353,0.0009588,-0.65085,-0.7592,-2.8323,2.3015,2.1588
1.0089,2.9769,-0.0023327,0.0058442,6.1938,0.67385,0.003561,-0.016768,-0.015247,7.0773e-05,0.0035442,0.001156,-0.65089,-0.75917,-2.5317,2.3013,2.1593
1.0058,2.9629,0.0032512,0.0042437,6.1684,0.84389,0.0050597,-0.017416,-0.019481,0.00079827,0.0050127,0.001807,-0.65144,-0.7587,-2.0255,2.3014,2.1602
1.0072,2.9654,0.0039812,0.0055962,6.1751,1.0153,-0.0053261,-0.043868,0.018959,0.00076942,-0.0053492,0.0020924,-0.65142,-0.75871,-1.5175,2.3023,2.1609
1.0137,2.9833,-0.004484,0.0097978,6.2086,1.1623,-0.010269,-0.059006,0.02456,-0.00036577,-0.0101,0.00165,-0.65056,-0.75945,-1.0817,2.3023,2.1621
1.0163,2.9909,-0.0067617,0.011533,6.2239,1.2408,-0.0090445,-0.063922,0.037075,-0.0011055,-0.008757,0.0017132,-0.65,-0.75994,-0.8476,2.3018,2.1629
1.0163,2.9914,-0.002127,0.011301,6.2284,1.3015,0.0088989,-0.041007,0.025696,-0.0010974,0.0090251,0.0022537,-0.65,-0.75993,-0.66583,2.3016,2.1636
1.0168,2.9928,-0.00060559,0.011423,6.2329,1.3714,0.0074234,-0.038263,0.078045,-0.00051197,0.007729,0.0028571,-0.65045,-0.75954,-0.45678,2.3014,2.1644
1.0183,2.9981,0.00070777,0.012223,6.2464,1.4328,-0.0040717,-0.051852,-0.0017833,-0.00040038,-0.0040912,0.0030479,-0.65053,-0.75947,-0.27316,2.3015,2.1651
1.0189,3.0009,-0.00069919,0.012818,6.2505,1.4883,-0.0081899,-0.0099687,0.14981,-0.00072365,-0.0075476,0.0032495,-0.65029,-0.75968,-0.10662,2.3014,2.1658
1.018,2.9975,0.0030744,0.012525,6.2491,1.523,0.0061498,-0.038514,-0.070778,-0.00075372,0.0058145,0.0037588,-0.65026,-0.7597,-0.0024756,2.3015,2.1662
1.0406,3.0576,0.0086334,0.016723,6.3679,1.6349,-0.012022,-0.17967,0.47373,-0.00098434,-0.0099384,0.0067199,-0.65008,-0.75983,0.33279,2.3016,2.1678
1.0537,3.0825,0.035964,0.020781,6.4457,1.668,-0.0034822,-0.041155,0.48377,-0.0011606,-0.00070088,0.022968,-0.64971,-0.75983,0.43409,2.3023,2.1685
1.346,3.5971,0.35875,0.042627,7.8893,1.7724,0.051077,-0.28831,4.047,0.0024538,0.06993,0.068071,-0.64982,-0.75703,0.75552,2.3168,2.1715
1.603,3.9779,0.68073,0.064744,9.1763,1.8117,-0.0011345,-0.40271,4.7934,0.0039799,0.0078519,0.12238,-0.64387,-0.75528,0.89602,2.3361,2.1735
1.8317,4.3053,1.0104,0.086819,10.376,1.8537,-0.078856,-0.50525,5.0722,0.0021973,-0.092613,0.16325,-0.63423,-0.75571,1.0623,2.3702,2.1765
2.0316,4.5866,1.2958,0.12616,11.437,1.899,-0.071139,-0.59139,4.7036,-0.0022712,-0.10471,0.19101,-0.62369,-0.75798,1.2561,2.4206,2.1811
2.0783,4.6613,1.3642,0.13692,11.691,1.9146,-0.058594,-0.43217,3.2696,-0.0037548,-0.08542,0.2049,-0.61855,-0.75856,1.3276,2.4413,2.1832
2.1288,4.8201,1.4678,0.16682,12.073,1.9857,0.092355,-0.36208,0.7169,-0.0065564,0.0066048,0.21451,-0.61344,-0.76005,1.6583,2.5403,2.1937
2.2502,5.0733,1.658,0.2061,12.81,2.0584,0.1902,-0.018454,-2.7856,-0.0038647,0.067436,0.2235,-0.61279,-0.75798,2.0078,2.6498,2.207
2.1693,4.9625,1.5484,0.18387,12.405,2.0814,-0.093423,0.017793,0.17638,-0.0039812,-0.077595,0.2138,-0.61571,-0.75841,2.1244,2.6873,2.2115
1.9417,4.6478,1.2289,0.14029,11.255,2.1637,0.096941,0.085825,-1.5227,-0.0042448,0.071193,0.18728,-0.62303,-0.75944,2.5362,2.8049,2.225
1.7619,4.3441,0.97834,0.096381,10.27,2.263,-0.037937,0.239,-2.3062,-0.0024184,-0.034409,0.16384,-0.63024,-0.75892,3,2.9177,2.2374
1.7174,4.2735,0.9228,0.077298,10.039,2.3017,-0.097798,0.2404,-2.5429,-0.0048183,-0.089798,0.14511,-0.6325,-0.76084,3.1681,2.9547,2.2408
1.5405,3.9488,0.70119,0.031591,9.0768,2.4279,-0.1272,0.29625,-2.3019,-0.016268,-0.091572,0.11655,-0.62909,-0.76854,3.7095,3.0622,2.2481
1.3634,3.5991,0.49492,-0.017654,8.0949,2.5656,-0.1145,0.32449,-1.7919,-0.026735,-0.06052,0.084331,-0.62598,-0.77527,4.2551,3.1464,2.2488
1.2492,3.3506,0.37514,-0.04878,7.443,2.6802,-0.062487,0.39205,-1.7358,-0.029824,0.0066359,0.057352,-0.62694,-0.77696,4.6684,3.1982,2.2448
1.1193,3.0689,0.23681,-0.084051,6.7027,2.8099,-0.091074,0.41259,-1.5747,-0.030435,-0.016054,0.027969,-0.62922,-0.77672,5.1033,3.2396,2.2358
0.99055,2.7542,0.11895,-0.11592,5.9496,3.0815,-0.064798,0.24935,-1.2841,-0.032612,1.7273e-05,-0.0070895,-0.62962,-0.77687,5.9375,3.2909,2.2071
0.88067,2.4862,0.016611,-0.13584,5.3068,3.3845,-0.041548,0.044327,-0.76721,-0.032509,0.00066393,-0.028451,-0.63048,-0.77568,6.7725,3.3083,2.165
0.90223,2.5435,0.040571,-0.11107,5.4359,3.8038,-0.034611,-0.15224,-0.32839,-0.037123,-0.022674,-0.023999,-0.62682,-0.77879,7.8151,3.32,2.1136
0.92842,2.617,0.061571,-0.081881,5.597,4.2138,-0.046639,-0.5478,-0.039794,-0.05371,-0.058238,-0.0099182,-0.61352,-0.78962,8.8582,3.3412,2.0743
0.96302,2.7191,0.075,-0.04098,5.8141,4.7182,-0.05996,-0.4024,0.0016668,-0.086312,-0.071049,0.0032194,-0.5871,-0.80951,10.178,3.3752,2.0439
0.98222,2.7769,0.080692,-0.015735,5.935,5.2037,-0.067912,-0.27783,0.017132,-0.12202,-0.076049,0.0098422,-0.5576,-0.83005,11.498,3.4132,2.0325
0.98139,2.7791,0.076349,-0.018827,5.9342,5.8166,-0.068398,-0.2784,0.017007,-0.16866,-0.076131,0.008649,-0.51832,-0.85514,13.201,3.4613,2.0219
1.0052,2.964,0.00030495,0.0033604,6.1677,0,-0.00037322,-0.010538,0.0055863,0,-0.00036797,-0.00088749,0.76089,0.64889,-4.769,2.4884,2.1728
1.0063,2.9671,0.00017761,0.0040295,6.1745,0.1128,0.0030355,-0.0035292,-0.0075307,0.00014985,0.003025,-0.00088734,0.76098,0.64877,-4.4347,2.4884,2.1732
1.0034,2.9558,0.0017858,0.0019127,6.1532,0.34601,0.002048,-0.0084978,-0.0082688,0.00074018,0.0020375,-0.00088742,0.76137,0.64832,-3.7427,2.4887,2.1739
1.0027,2.9534,0.0021744,0.0015531,6.149,0.5044,-0.002849,-0.022114,0.012132,0.00067513,-0.0028589,-0.00086753,0.76132,0.64837,-3.2745,2.489,2.1741
1.007,2.9699,-0.0010157,0.0046119,6.1806,0.70566,-0.0034827,-0.024609,0.014766,4.015e-05,-0.0034514,-0.00083888,0.76091,0.64885,-2.6801,2.4892,2.1747
1.0073,2.9692,0.00078206,0.0051493,6.18,0.90735,0.0044339,-0.017691,-0.015704,0.00013601,0.004402,-0.00142,0.76097,0.64878,-2.0811,2.4889,2.1758
1.0054,2.9608,0.0068321,0.0045428,6.1663,1.0784,0.0063185,-0.030053,-0.018052,0.0010448,0.0062215,-0.0024241,0.76156,0.64809,-1.5731,2.4895,2.1766
